id,name,address,city,state,postcode,phone,email,website,adoption_url
AR152,City of Lonoke Animal Shelter,1219 Barnes St.,Lonoke,AR,72086,(501) 266-0135,commdev@cityoflonoke.com,https://www.petfinder.com/member/us/ar/lonoke/city-of-lonoke-animal-shelter-ar152/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AR25,Ozark Humane Society,P. O. Box 542,Harrison,AR,72601,(870) 741-3050,ohsshelter@gmail.com,https://www.petfinder.com/member/us/ar/harrison/ozark-humane-society-ar25/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AR268,Morning Meadow Animal Rescue,,Fordyce,AR,71742,,ridemmarcatdog@gmail.com,https://www.petfinder.com/member/us/ar/fordyce/morning-meadow-animal-rescue-ar268/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AR41,North Little Rock Animal Shelter,#1 Championship Drive,North Little Rock,AR,72118,(501) 791-8577,animalservices@nlr.ar.gov,https://www.petfinder.com/member/us/ar/north-little-rock/north-little-rock-animal-shelter-ar41/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AR62,Humane Society of Marion County,,Yellville,AR,72687,870-416-3428,Humanesocietyyellville@yahoo.com,https://www.petfinder.com/member/us/ar/yellville/humane-society-of-marion-county-ar62/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AZ115,Gila County Rabies Control,700 hackney Ave,Globe,AZ,85501,(928) 425-5882,gilacountyrabiescontrol@gilacountyaz.gov,https://www.petfinder.com/member/us/az/globe/gila-county-rabies-control-az115/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AZ187,Winslow Animal Care Facility,,Winslow,AZ,86047,9282893232,,https://www.petfinder.com/member/us/az/winslow/winslow-animal-care-facility-az187/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AZ332,Chino Valley Animal Shelter,1904 N Voss Dr.,Chino Valley,AZ,86323,(928) 636-4223 ext. 7,cvas@chinoaz.net,https://www.petfinder.com/member/us/az/chino-valley/chino-valley-animal-shelter-az332/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
BC06,BC SPCA West Vancouver Branch,1020 Marine Drive,West Vancouver,BC,V7V 3N3,604 922 4622,wvan@spca.bc.ca,https://www.petfinder.com/member/ca/bc/west-vancouver/bc-spca-west-vancouver-branch-bc06/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
BC71,BC SPCA Prince Rupert Branch,1740 Prince Rupert Blvd,Prince Rupert,BC,V8J 4R8,(778) 884-1877,princerupert@spca.bc.ca,https://www.petfinder.com/member/ca/bc/prince-rupert/bc-spca-prince-rupert-branch-bc71/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA1047,Saving Grace LA,,North Hollywood,CA,91601,(818) 231-8672,babsperrin@gmail.com,https://www.petfinder.com/member/us/ca/north-hollywood/saving-grace-la-ca1047/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA1502,Santa Barbara Humane - Santa Barbara,5399 Overpass Road,Santa Barbara,CA,93111,(805) 964-4777,adopt@sbhumane.org,https://www.petfinder.com/member/us/ca/santa-barbara/santa-barbara-humane-santa-barbara-ca1502/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA1540,Jason Heigl Foundation,3500 W. Olive Ave,Burbank,CA,91505,,info@jasonheigl.foundation,https://www.petfinder.com/member/us/ca/burbank/jason-heigl-foundation-ca1540/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA1542,City of Victorville Animal Control,,Victorville,CA,92392,(760) 955-5089,animalcontrol@victorvilleca.gov,https://www.petfinder.com/member/us/ca/victorville/city-of-victorville-animal-control-ca1542/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA155,Room 8 Memorial Cat Foundation,,Riverside,CA,92509,(951) 681-9609,homes4ever@att.net,https://www.petfinder.com/member/us/ca/riverside/room-8-memorial-cat-foundation-ca155/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA1635,Humane Society of Stanislaus County,,Modesto,CA,95350,(209) 550-7387,adoption@humanesocietystanislaus.org,https://www.petfinder.com/member/us/ca/modesto/humane-society-of-stanislaus-county-ca1635/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA222,Feline Friends Network,P.O. Box 18287,Stanford,CA,94305,(650) 566-8287,contact@felinefriendsnetwork.org,https://www.petfinder.com/member/us/ca/stanford/feline-friends-network-ca222/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA231,San Bernardino City Animal Control,333 Chandler Place,San Bernardino,CA,92408,(909) 384-1304,VanNess_Je@sbcity.org,https://www.petfinder.com/member/us/ca/san-bernardino/san-bernardino-city-animal-control-ca231/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY232,True Heart Pinscher Rescue,,Richmond,KY,40475,E-mail only please,trueheartrescue@gmail.com,https://www.petfinder.com/member/us/ky/richmond/true-heart-pinscher-rescue-ky232/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY251,STAR Saving the Animals of Rowan,,Morehead,KY,40351,,star@stardogrescue.org,https://www.petfinder.com/member/us/ky/morehead/star-saving-the-animals-of-rowan-ky251/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY26,Lawrence County Humane Society(KY),820 Isaac Park Road/Rt 3395,Louisa,KY,41230,(606) 673-4509,potterperry41230@yahoo.com,https://www.petfinder.com/member/us/ky/louisa/lawrence-county-humane-societyky-ky26/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY262,TLC Animal Refuge Inc,,Berea,KY,40403,(859) 379-5333,tlcanimalrefuge@gmail.com,https://www.petfinder.com/member/us/ky/berea/tlc-animal-refuge-inc-ky262/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY63,Christian County Animal Shelter,2935 Russellville Road (Highway 68 East),Hopkinsville,KY,42240,(270) 887-4175,ccas@christiancountyky.gov,https://www.petfinder.com/member/us/ky/hopkinsville/christian-county-animal-shelter-ky63/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY64,Stray Animal Adoption Program,P.O. Box 72040,Newport,KY,41072,(859) 391-1234,SAAP@adoptastray.com,https://www.petfinder.com/member/us/ky/newport/stray-animal-adoption-program-ky64/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY83,Woodford Humane Society,265 Thomas Lane,Versailles,KY,40383,(859) 873-5491,manager@woodfordhumane.org,https://www.petfinder.com/member/us/ky/versailles/woodford-humane-society-ky83/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY89,Golden Retriever Rescue and Adoption of Needy Dogs,PO Box 6132,Louisville,KY,40206,(866) 981-2251,info@grrand.org,https://www.petfinder.com/member/us/ky/louisville/golden-retriever-rescue-and-adoption-of-needy-dogs-ky89/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY96,Bluegrass Shih Tzu Rescue Inc.,P.O. Box 910276,Lexington,KY,40591,,shihtzurescueky@gmail.com,https://www.petfinder.com/member/us/ky/lexington/bluegrass-shih-tzu-rescue-inc-ky96/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA203,Heart of Louisiana Humane Society,,Winnfield,LA,71483,(318) 471-8808,hlhumanesociety@yahoo.com,https://www.petfinder.com/member/us/la/winnfield/heart-of-louisiana-humane-society-la203/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA211,Northside Humane Society,,Baton Rouge,LA,70814,(225) 964-6992,northsidehumane@gmail.com,https://www.petfinder.com/member/us/la/baton-rouge/northside-humane-society-la211/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA222,Jefferson Protection & Animal Welfare Services (JPAWS),2701 Lapalco Blvd,Harvey,LA,70058,(504) 349-5111,,https://www.petfinder.com/member/us/la/harvey/jefferson-protection-and-animal-welfare-services-jpaws-la222/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA223,"Yorkie Haven Rescue, Inc.",,Baton Rouge,LA,70817,,yorkiehavenrescue06@yahoo.com,https://www.petfinder.com/member/us/la/baton-rouge/yorkie-haven-rescue-inc-la223/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA230,Metairie Humane,6213 Airline Drive,Metairie,LA,70003,(504) 458-0531,metairiehumanejh@att.net,https://www.petfinder.com/member/us/la/metairie/metairie-humane-la230/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA241,Friends All United for Natchitoches Animals,PO Box 2552,Natchitoches,LA,71457,,npfauna@gmail.com,https://www.petfinder.com/member/us/la/natchitoches/friends-all-united-for-natchitoches-animals-la241/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA245,Passion For Pups,,Ruston,LA,71273,(318) 278-7178,jessicamccann66@icloud.com,https://www.petfinder.com/member/us/la/ruston/passion-for-pups-la245/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA248,Bunkie Animal Shelter,656 E. Oak St.,Bunkie,LA,71322,,bunkieanimalshelter@yahoo.com,https://www.petfinder.com/member/us/la/bunkie/bunkie-animal-shelter-la248/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA259,NOLA Labrador Retriever Rescue,,Destrehan,LA,70047,  ,adopt.nolalabrescue@gmail.com,https://www.petfinder.com/member/us/la/destrehan/nola-labrador-retriever-rescue-la259/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA14,Animal Adoption Society Inc.,,Chalmette,LA,70043,(601) 590-5345,animaladoptionsociety@yahoo.com,https://www.petfinder.com/member/us/la/chalmette/animal-adoption-society-inc-la14/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA15,"Gulf Coast Doberman Rescue, Inc.",P. O. Box 231051,Harahan,LA,70737,contact by email,GCDR@bellsouth.net,https://www.petfinder.com/member/us/la/harahan/gulf-coast-doberman-rescue-inc-la15/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH256,Auglaize County Humane Society,616 N. Dixie Highway,Wapakoneta,OH,45895,(419) 738-7808,admin@achs-pets.com,https://www.petfinder.com/member/us/oh/wapakoneta/auglaize-county-humane-society-oh256/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH218,Cool Cats,261 Rocky Fork Dr So,Gahanna,OH,43230,(614) 395-0058,vcannon@ix.netcom.com,https://www.petfinder.com/member/us/oh/gahanna/cool-cats-oh218/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH221,Second Chance for Animals Inc.,PO Box 35706,Canton,OH,44720,,secondchance4animalsohio@gmail.com,https://www.petfinder.com/member/us/oh/canton/second-chance-for-animals-inc-oh221/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH225,Ferrets Unlimited Rescue Services,,Cleveland,OH,44134,(216) 502-2977,adoptions@FerretsUnlimited.org,https://www.petfinder.com/member/us/oh/cleveland/ferrets-unlimited-rescue-services-oh225/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH289,Miami County Animal Shelter,1110 N. County Rd. 25A,Troy,OH,45373,(937) 332-6919,animalshelter@miamicountyohio.gov,https://www.petfinder.com/member/us/oh/troy/miami-county-animal-shelter-oh289/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH203,R.E.A.L. Rottweiler Rescue,,Polk,OH,44805,,contact@realrottweilerrescue.com,https://www.petfinder.com/member/us/oh/polk/r-dot-ea-dot-l-rottweiler-rescue-oh203/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH207,Love-A-Stray,,Avon Lake,OH,44012,,info@loveastraydog.com,https://www.petfinder.com/member/us/oh/avon-lake/love-a-stray-oh207/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH208,Franklin County Dog Shelter & Adoption Center,4340 Tamarack Blvd.,Columbus,OH,43224,(614) 525-3647,adoptions@franklincountyohio.gov,https://www.petfinder.com/member/us/oh/columbus/franklin-county-dog-shelter-and-adoption-center-oh208/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH258,Col. Potter Cairn Rescue Network-GL,,Medina,OH,44256,,cpcrn@cairnrescue.com,https://www.petfinder.com/member/us/oh/medina/col-potter-cairn-rescue-network-gl-oh258/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH26,Arrowhead Reptile Rescue,,Cincinnati,OH,45216,(513) 442-4377,petfinder@arrowheadreptilerescue.org,https://www.petfinder.com/member/us/oh/cincinnati/arrowhead-reptile-rescue-oh26/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH263,Euclid Animal Shelter,25100 Lakeland Blvd.,Euclid,OH,44132,(216) 289-2057,euclidpetpals2@yahoo.com,https://www.petfinder.com/member/us/oh/euclid/euclid-animal-shelter-oh263/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH294,Humane Society of Erie County,1911 Superior st.,Sandusky,OH,44870,1-419-626-6220,hsec.1911@gmail.com,https://www.petfinder.com/member/us/oh/sandusky/humane-society-of-erie-county-oh294/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH649,Happy Trails Farm Animal Sanctuary Inc.,5623 New Milford Rd,Ravenna,OH,44266,(330) 296-5914,adopt-foster@happytrailsfarm.org,https://www.petfinder.com/member/us/oh/ravenna/happy-trails-farm-animal-sanctuary-inc-oh649/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH650,Trumbull County Dog Kennel,7501 Anderson Ave,Warren,OH,44484,(330) 675-2787,,https://www.petfinder.com/member/us/oh/warren/trumbull-county-dog-kennel-oh650/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH651,Luv4K9s,,Dayton,OH,45431,,luv.4k9s@hotmail.com,https://www.petfinder.com/member/us/oh/dayton/luv4k9s-oh651/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH652,Ohio Labrador Retriever Rescue Services,,Vandalia,OH,45377,(937) 301-9060,luvalabrador2010@aol.com,https://www.petfinder.com/member/us/oh/vandalia/ohio-labrador-retriever-rescue-services-oh652/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH654,My Young & Old Fur Babies Rescue,,Woodsfield,OH,43793,(740) 472-9828,myofbrescue@hotmail.com,https://www.petfinder.com/member/us/oh/woodsfield/my-young-and-old-fur-babies-rescue-oh654/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH674,Lucky Paws Animal Rescue,,Independence,OH,44131,(216) 556-0811,luckypawsrescue@yahoo.com,https://www.petfinder.com/member/us/oh/independence/lucky-paws-animal-rescue-oh674/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH675,Animal Care Hospital of Reynoldsburg,7775 E. Main St.,Reynoldsburg,OH,43068,(614) 864-0465,animalcarehospital1@yahoo.com,https://www.petfinder.com/member/us/oh/reynoldsburg/animal-care-hospital-of-reynoldsburg-oh675/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH632,SAVE A MOM PREGNANT DOG RESCUE,"10021 Cleveland Ave, SE",East Sparta,OH,44626,(330) 866-5405,saveamomrescue@aol.com,https://www.petfinder.com/member/us/oh/east-sparta/save-a-mom-pregnant-dog-rescue-oh632/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IN102,Hendricks County Humane Society,3033 East Main Street,Danville,IN,46122,(317) 745-3338,info@hendrickshumane.org,https://www.petfinder.com/member/us/in/danville/hendricks-county-humane-society-in102/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IN138,White River Humane Society,3511 Pumphouse Road,Bedford,IN,47421,(812) 279-2457,wrhsmgt@gmail.com,https://www.petfinder.com/member/us/in/bedford/white-river-humane-society-in138/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IN250,Mary Miller's Rescue,,Muncie,IN,47302,(765) 881-0211,fairydogmother07@gmail.com,https://www.petfinder.com/member/us/in/muncie/mary-millers-rescue-in250/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IN460,Feline Fix,,Evansville,IN,47725,,amanda.felinefix@gmail.com,https://www.petfinder.com/member/us/in/evansville/feline-fix-in460/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IN99,Posey Humane Society,6500 Leonard Rd,Mount Vernon,IN,47620,812-838-3211,poseyhumane@gmail.com,https://www.petfinder.com/member/us/in/mount-vernon/posey-humane-society-in99/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KS54,Kingman County Humane Society,1015 E Highway 54,Kingman,KS,67068,,kchs@kingmancountyhumanesociety.org,https://www.petfinder.com/member/us/ks/kingman/kingman-county-humane-society-ks54/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY146,Amazing Paws Rescue,,Florence,KY,41042,see individual pets,amazingpawsrescue@gmail.com,https://www.petfinder.com/member/us/ky/florence/amazing-paws-rescue-ky146/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY154,Knox-Whitley Animal Shelter,66 Busy Lane,Corbin,KY,40701,(606) 526-6925,kwha6925@gmail.com,https://www.petfinder.com/member/us/ky/corbin/knox-whitley-animal-shelter-ky154/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY229,Wolf Run Wildlife Refuge - Poodles P.E.A.R.L.S.,,Nicholasville,KY,40356,,adoptapearlsdog@aol.com,https://www.petfinder.com/member/us/ky/nicholasville/wolf-run-wildlife-refuge-poodles-p-dot-ea-dot-rl-dot-s-ky229/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY74,Pendleton County Animal Shelter,1314 Bryan Griffin Rd,Falmouth,KY,41040,(859) 472-5400,animalshelter@pendletoncountyky.gov,https://www.petfinder.com/member/us/ky/falmouth/pendleton-county-animal-shelter-ky74/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA124,Pineville Animal Control,1967 Monroe highway,Pineville,LA,71360,(318) 308-0503,lsylvia@pineville.net,https://www.petfinder.com/member/us/la/pineville/pineville-animal-control-la124/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA246,Milford Humane Society,289 West Street,Milford,MA,01757,(508) 473-7008  ,bfcat@aol.com,https://www.petfinder.com/member/us/ma/milford/milford-humane-society-ma246/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MD100,The Maryland SPCA,3300 Falls Road,Baltimore,MD,21211,(410) 235-8826,adoptme@mdspca.org,https://www.petfinder.com/member/us/md/baltimore/the-maryland-spca-md100/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MD101,Humane Society of Washington County,13011 Maugansville Road,Hagerstown,MD,21740,(301) 733-2060,adoptions@hswcmd.org,https://www.petfinder.com/member/us/md/hagerstown/humane-society-of-washington-county-md101/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MD167,Anne Arundel County Animal Care & Control,411 Maxwell Frye Rd.,Millersville,MD,21108,(410) 222-8900,,https://www.petfinder.com/member/us/md/millersville/anne-arundel-county-animal-care-and-control-md167/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
ME24,Australian Cattle Dog Rescue Association,,Hempstead,NY,11550,,info@acdra.org,https://www.petfinder.com/member/us/ny/hempstead/australian-cattle-dog-rescue-association-me24/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MI201,Lincoln Park Animal Shelter,500 Southfield,Lincoln Park,MI,48146,(313) 970-5269,cityoflpanimalshelter@gmail.com,https://www.petfinder.com/member/us/mi/lincoln-park/lincoln-park-animal-shelter-mi201/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MI241,Little Lion,,Dearborn,MI,48126,,no.intake.adoption.only@gmail.com,https://www.petfinder.com/member/us/mi/dearborn/little-lion-mi241/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MI258,Little Traverse Bay Humane Society,1300 West Conway Road,Harbor Springs,MI,49740,(231) 347-2396,shelterpets@ltbhs.com,https://www.petfinder.com/member/us/mi/harbor-springs/little-traverse-bay-humane-society-mi258/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MI488,Michigan Great Pyrenees Rescue,,Stockbridge,MI,49285,(517) 521-4289,oneidaacres@voyager.net,https://www.petfinder.com/member/us/mi/stockbridge/michigan-great-pyrenees-rescue-mi488/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA70,Sheltie Rescue of Louisiana,,Pearl River,LA,70452,(985) 863-5845,radandred1@att.net,https://www.petfinder.com/member/us/la/pearl-river/sheltie-rescue-of-louisiana-la70/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
LA82,St John Parish Animal Shelter,488 West 2nd. Street,LaPlace,LA,70068,(985) 651-7387,r.sance@stjohn-la.gov,https://www.petfinder.com/member/us/la/laplace/st-john-parish-animal-shelter-la82/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA09,Happy Tails Pet Rescue,14 Pine Road,Hudson,NH,03051,(603) 595-7387,info@happytailspetrescue.org,https://www.petfinder.com/member/us/nh/hudson/happy-tails-pet-rescue-ma09/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA104,Neponset Valley Humane Society,,Norwood,MA,02062,(781) 769-1990,nvhumanesociety@gmail.com,https://www.petfinder.com/member/us/ma/norwood/neponset-valley-humane-society-ma104/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA106,Lowell Humane Society,951 Broadway Street,Lowell,MA,01854,(978) 452-7781,info@lowellhumanesociety.org,https://www.petfinder.com/member/us/ma/lowell/lowell-humane-society-ma106/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA18,Friends of Marblehead's Abandoned Animals,44 Village St.,Marblehead,MA,01945,(781) 631-8664,marbleheadanimalshelter44@gmail.com,https://www.petfinder.com/member/us/ma/marblehead/friends-of-marbleheads-abandoned-animals-ma18/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA190,The Cat Connection,PO Box 541435,Waltham,MA,02454,(781) 899-4610,info@thecatconnection.org,https://www.petfinder.com/member/us/ma/waltham/the-cat-connection-ma190/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA195,New England Brittany Rescue Inc.,,Marion,MA,02738,(781) 275-0630,clyk9s@gmail.com,https://www.petfinder.com/member/us/ma/marion/new-england-brittany-rescue-inc-ma195/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA199,PALS Animal Life Savers,,Salem,MA,01970,(978) 531-7478,adoptions@palsanimallifesavers.com,https://www.petfinder.com/member/us/ma/salem/pals-animal-life-savers-ma199/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA205,Peis and Strays,,Milford,NH,03055,,info@peisandstrays.com,https://www.petfinder.com/member/us/nh/milford/peis-and-strays-ma205/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA206,Athol Animal Control,450 Thrower Rd,Athol,MA,01331,(978) 249-2494,atholanimalcontrol@yahoo.com,https://www.petfinder.com/member/us/ma/athol/athol-animal-control-ma206/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA212,GSP Rescue New England,,Tewksbury,MA,01876,(888) 450-2519,,https://www.petfinder.com/member/us/ma/tewksbury/gsp-rescue-new-england-ma212/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA219,"All Dog Rescue, Inc.",P.O. Box 2072,Natick,MA,01760,(617) 507-9193,info@alldogrescue.org,https://www.petfinder.com/member/us/ma/natick/all-dog-rescue-inc-ma219/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA292,MassPAWS,P.O. Box 520136,Winthrop,MA,02152,(617) 846-5586    ,masspaws@aol.com,https://www.petfinder.com/member/us/ma/winthrop/masspaws-ma292/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA30,Second Chance Animal Shelter Inc.,111 Young Road,East Brookfield,MA,01515,(508) 867-5525,info@secondchanceanimals.org,https://www.petfinder.com/member/us/ma/east-brookfield/second-chance-animal-shelter-inc-ma30/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA307,Seacoast Keeshond Rescue,,Essex,MA,01929,,keeshondrescue@gmail.com,https://www.petfinder.com/member/us/ma/essex/seacoast-keeshond-rescue-ma307/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA315,Greyhound Options Inc.,43 Sczygiel Rd,Ware,MA,01082,,adopt@greyhoundoptions.org,https://www.petfinder.com/member/us/ma/ware/greyhound-options-inc-ma315/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA320,"Forgotten Angels Shelter, Inc.",P.O. Box 112,Westford,MA,01886,,info@forgottenangelsshelter.org,https://www.petfinder.com/member/us/ma/westford/forgotten-angels-shelter-inc-ma320/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA325,American Bullmastiff Rescue,P.O. Box 300,Templeton,MA,01468,(978) 424-1044,blackslate@aol.com,https://www.petfinder.com/member/us/ma/templeton/american-bullmastiff-rescue-ma325/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA328,Fortunate Ferrets -South Shore Ferret Care,PO Box 850244,Braintree ,MA,02184,(781) 249-4628,southshoreferretcare@comcast.net,https://www.petfinder.com/member/us/ma/braintree/fortunate-ferrets-south-shore-ferret-care-ma328/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
GA157,Bulloch County Animal Shelter,81 Mill Creek Rd.,Statesboro,GA,30458,(912) 764-4529,adoption-rescue@bullochcounty.net,https://www.petfinder.com/member/us/ga/statesboro/bulloch-county-animal-shelter-ga157/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
GA160,Helping Paws Rescue,130 Whitetail Way,Bogart,GA,30622,706-227-7887  ,bark@pawtropolis.com,https://www.petfinder.com/member/us/ga/bogart/helping-paws-rescue-ga160/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
GA163,Pound Puppies 'N Kittens Incorporated,295 Paine Crossing Rd,Social Circle,GA,30025,(770) 464-3393,info@ppnk.org,https://www.petfinder.com/member/us/ga/social-circle/pound-puppies-n-kittens-incorporated-ga163/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
GA168,Friends of Perry Animal Shelter,204 Kellwood Drive,Perry,GA,31069,(478) 988-7854,Friendsofperryanimalshelter@yahoo.com,https://www.petfinder.com/member/us/ga/perry/friends-of-perry-animal-shelter-ga168/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
GA170,Furkids Animal Rescue and Shelters,5235 Union Hill Rd.,Cumming,GA,30040,(770) 613-0880,adopt@furkids.org,https://www.petfinder.com/member/us/ga/cumming/furkids-animal-rescue-and-shelters-ga170/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
